Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
1496,The Family Stone,92884429,60062868,32821561,2005.csv,2005,0.646640870236711,0.353359129763289
1497,House of Flying Daggers,92863945,11050094,81813851,2004.csv,2004,0.11899229566437222,0.8810077043356278
1498,Train to Busan,92742323,2129768,90612555,2016.csv,2016,0.022964359001445327,0.9770356409985547
1499,Role Models,92649419,67294270,25355149,2008.csv,2008,0.7263323475347427,0.2736676524652572
1500,No Reservations,92601050,43107979,49493071,2007.csv,2007,0.4655236522696017,0.5344763477303983
1501,Four Brothers,92374674,74494381,17880293,2005.csv,2005,0.806437281716415,0.19356271828358496
1502,Evangelion: 3.0+1.01 Thrice Upon a Time,92246218,0,92246218,2021.csv,2021,0.0,1.0
1503,Downfall,92181574,5509040,86672534,2004.csv,2004,0.059762919648128375,0.9402370803518716
1504,Underworld: Rise of the Lycans,92158961,45802315,46356646,2009.csv,2009,0.4969925279431047,0.5030074720568952
1505,Fracture,92011561,39015018,52996543,2007.csv,2007,0.42402299858818826,0.5759770014118117
1506,"I Love You, Man",91980359,71440011,20540348,2009.csv,2009,0.7766876730715957,0.22331232692840436
1507,Southpaw,91970827,52421953,39548874,2015.csv,2015,0.5699845778270538,0.4300154221729462
1508,Brave Hearts: Umizaru,91884352,0,91884352,2012.csv,2012,0.0,1.0
1509,End Game,91824961,23149,91801812,2021.csv,2021,0.00025209920862367697,0.9997479007913763
1510,Behind Enemy Lines,91753202,58856790,32896412,2001.csv,2001,0.6414685124558378,0.3585314875441622
1511,Get Him to the Greek,91720255,60974475,30745780,2010.csv,2010,0.6647874561622185,0.33521254383778154
1512,Shadow,91708374,521396,91186978,2018.csv,2018,0.005685369582498541,0.9943146304175015
1513,Season of the Witch,91627228,24827228,66800000,2011.csv,2011,0.2709590647007241,0.7290409352992759
1514,Crawl,91542097,39014193,52527904,2019.csv,2019,0.4261885436161682,0.5738114563838318
1515,Five Feet Apart,91522094,45729221,45792873,2019.csv,2019,0.49965225883052894,0.500347741169471
1516,Friday the 13th,91509154,65002019,26507135,2009.csv,2009,0.7103335148306583,0.2896664851693416
1517,Rambo: Last Blood,91490353,44819352,46671001,2019.csv,2019,0.4898806325514997,0.5101193674485003
1518,Overboard,91244913,50316123,40928790,2018.csv,2018,0.551440308787406,0.448559691212594
1519,White Noise,91196419,56386759,34809660,2005.csv,2005,0.6183001440001717,0.38169985599982825
1520,Romeo Must Die,91036760,55973336,35063424,2000.csv,2000,0.6148432347548397,0.3851567652451603
1521,Final Destination 2,90941129,46961214,43979915,2003.csv,2003,0.5163913678705264,0.4836086321294736
1522,Paranormal Activity: The Marked Ones,90894962,32462372,58432590,2014.csv,2014,0.35714159823291414,0.6428584017670859
1523,Fantasia 2000,90874570,60655420,30219150,2000.csv,2000,0.667463075753756,0.33253692424624404
1524,Drag Me to Hell,90842646,42100625,48742021,2009.csv,2009,0.4634456046117371,0.5365543953882629
1525,Racing Stripes,90754475,49772522,40981953,2005.csv,2005,0.5484304988817356,0.45156950111826444
1526,Autumn in New York,90726668,37761915,52964753,2000.csv,2000,0.4162162662030088,0.5837837337969912
1527,Galaxy Quest,90683916,71583916,19100000,1999.csv,1999,0.7893783060713876,0.21062169392861244
1528,Anchorman: The Legend of Ron Burgundy,90649730,85288303,5361427,2004.csv,2004,0.9408555657032845,0.0591444342967155
1529,My Big Fat Greek Wedding 2,90632641,59689605,30943036,2016.csv,2016,0.6585883887020351,0.34141161129796493
1530,Madea Goes to Jail,90508336,90508336,0,2009.csv,2009,1.0,0.0
1531,Sherlock Gnomes,90497778,43242871,47254907,2018.csv,2018,0.4778335110062039,0.522166488993796
1532,Bring It On,90449929,68379000,22070929,2000.csv,2000,0.7559873264245459,0.24401267357545411
1533,Bedazzled,90383208,37886980,52496228,2000.csv,2000,0.4191816249761792,0.5808183750238208
1534,Jojo Rabbit,90335025,33370906,56964119,2019.csv,2019,0.369412705647671,0.630587294352329
1535,Red Riding Hood,90260376,37662162,52598214,2011.csv,2011,0.4172613019028416,0.5827386980971584
1536,Identity,90259536,52159536,38100000,2003.csv,2003,0.5778839368285695,0.42211606317143047
1537,Old,90146510,48276510,41870000,2021.csv,2021,0.5355338770186444,0.4644661229813556
1538,Detective Dee: The Four Heavenly Kings,90040771,262963,89777808,2018.csv,2018,0.0029204880975530517,0.9970795119024469
1539,Downton Abbey: A New Era,89801895,43896550,45905345,2022.csv,2022,0.4888154086280696,0.5111845913719304
1540,Sucker Punch,89792502,36392502,53400000,2011.csv,2011,0.4052955557469598,0.5947044442530401
1541,Burlesque,89519773,39440655,50079118,2010.csv,2010,0.4405803732321797,0.5594196267678203
1542,The Hundred-Foot Journey,89514453,54240821,35273632,2014.csv,2014,0.6059448411085079,0.39405515889149206
1543,Stigmata,89446268,50046268,39400000,1999.csv,1999,0.5595120860716067,0.4404879139283933
1544,The Host,89431890,2201923,87229967,2006.csv,2006,0.024621228512558553,0.9753787714874415
1545,The Purge,89328627,64473115,24855512,2013.csv,2013,0.7217519978226017,0.2782480021773983
1546,The Last Song,89137047,62950384,26186663,2010.csv,2010,0.7062202094265025,0.29377979057349746
1547,K.G.F: Chapter 2,89123940,2874000,86249940,2022.csv,2022,0.032247227849217616,0.9677527721507824
1548,Transporter 2,89083229,43095856,45987373,2005.csv,2005,0.4837706994208753,0.5162293005791248
1549,Rumor Has It...,88933562,43000262,45933300,2005.csv,2005,0.4835099486963088,0.5164900513036912
1550,Kangaroo Jack,88929111,66934963,21994148,2003.csv,2003,0.7526777480098727,0.24732225199012728
1551,The Inbetweeners,88823111,36000,88787111,2011.csv,2011,0.00040529992244923735,0.9995947000775508
1552,The Cider House Rules,88545092,57545092,31000000,1999.csv,1999,0.6498958971096896,0.3501041028903104
1553,Collateral Beauty,88528280,31016021,57512259,2016.csv,2016,0.350351559976089,0.649648440023911
1554,Shanghai Knights,88323487,60476872,27846615,2003.csv,2003,0.6847201582971922,0.31527984170280776
1555,Line Walker,88228755,0,88228755,2016.csv,2016,0.0,1.0
1556,This Is 40,88215156,67544505,20670651,2012.csv,2012,0.7656791424820469,0.23432085751795304
1557,Rookies the Movie: Graduation,88055243,0,88055243,2009.csv,2009,0.0,1.0
1558,Dhoom 3,88031955,8031955,80000000,2013.csv,2013,0.09123908471645324,0.9087609152835467
1559,Chasing the Dragon,87965942,456854,87509088,2017.csv,2017,0.005193532742478902,0.9948064672575211
1560,Deliver Us from Evil,87937815,30577122,57360693,2014.csv,2014,0.3477130060600209,0.652286993939979
1561,The Illusionist,87892388,39868642,48023746,2006.csv,2006,0.45360745005585695,0.5463925499441431
1562,State of Play,87812371,37017955,50794416,2009.csv,2009,0.42155740220247556,0.5784425977975245
1563,Serial (Bad) Weddings 2,87761988,0,87761988,2019.csv,2019,0.0,1.0
1564,Gosford Park,87754044,41308615,46445429,2001.csv,2001,0.47073175339930773,0.5292682466006923
1565,Ali,87713825,58203105,29510720,2001.csv,2001,0.6635567996265127,0.3364432003734873
1566,RV,87528173,71726025,15802148,2006.csv,2006,0.819462151917646,0.180537848082354
1567,Bicentennial Man,87423861,58223861,29200000,1999.csv,1999,0.6659950765615351,0.33400492343846494
1568,Tiger Zinda Hai,87320000,5560921,81759079,2017.csv,2017,0.06368439074667888,0.9363156092533211
1569,Pain & Gain,87305549,49875291,37430258,2013.csv,2013,0.5712728637672274,0.42872713623277253
1570,Sultan,87280000,6200000,81080000,2016.csv,2016,0.07103574702108158,0.9289642529789184
1571,Epic Movie,87238158,39739367,47498791,2007.csv,2007,0.4555273507723535,0.5444726492276465
1572,A Million Ways to Die in the West,87189756,43139300,44050456,2014.csv,2014,0.49477486781818725,0.5052251321818128
1573,Old School,87135520,75585093,11550427,2003.csv,2003,0.8674429555249111,0.13255704447508893
1574,The Shaggy Dog,87134280,61123569,26010711,2006.csv,2006,0.701487049643378,0.298512950356622
1575,The Thieves,87126367,685839,86440528,2012.csv,2012,0.007871773191231536,0.9921282268087684
1576,About Time,87100449,15322921,71777528,2013.csv,2013,0.17592241114623874,0.8240775888537613
1577,American Dreams in China,87097067,0,87097067,2013.csv,2013,0.0,1.0
1578,Max Payne,87066930,40689393,46377537,2008.csv,2008,0.46733464703533245,0.5326653529646675
1579,The Kingdom,87019158,47536778,39482380,2007.csv,2007,0.5462794526235246,0.45372054737647544
1580,The Tale of Despereaux,86957280,50877145,36080135,2008.csv,2008,0.5850820655843881,0.4149179344156119
1581,"Hello, Mrs. Money",86874070,0,86874070,2018.csv,2018,0.0,1.0
1582,Dinner for Schmucks,86855739,73026337,13829402,2010.csv,2010,0.8407773376955552,0.15922266230444485
1583,Snowpiercer,86758912,4563650,82195262,2013.csv,2013,0.052601512568530136,0.9473984874314698
1584,The Lincoln Lawyer,86752352,58009200,28743152,2011.csv,2011,0.6686758187259292,0.3313241812740708
1585,Robin Hood,86489031,30824628,55664403,2018.csv,2018,0.35639927564918605,0.643600724350814
1586,Tears of the Sun,86468162,43734876,42733286,2003.csv,2003,0.5057916693082941,0.49420833069170594
1587,Sky High,86369815,63946815,22423000,2005.csv,2005,0.7403838366447815,0.2596161633552185
1588,La Vie en Rose,86274793,10301706,75973087,2007.csv,2007,0.11940574577791221,0.8805942542220878
1589,A Taxi Driver,86252940,1527829,84725111,2017.csv,2017,0.01771335562590678,0.9822866443740932
1590,War Dogs,86234523,43034523,43200000,2016.csv,2016,0.4990405408747956,0.5009594591252045
1591,Step Up All In,86165646,14904384,71261262,2014.csv,2014,0.1729736233858213,0.8270263766141787
1592,Hall Pass,86157237,45060734,41096503,2011.csv,2011,0.523005792305062,0.47699420769493805
1593,I Can Only Imagine,86086881,83482352,2604529,2018.csv,2018,0.9697453436604353,0.030254656339564676
1594,John Wick,86013056,43037835,42975221,2014.csv,2014,0.5003639796265348,0.49963602037346516
1595,The Second Best Exotic Marigold Hotel,85978266,33078266,52900000,2015.csv,2015,0.38472822887588826,0.6152717711241118
1596,Meet the Spartans,85897593,38233676,47663917,2008.csv,2008,0.4451076527837049,0.5548923472162951
1597,Date Movie,85749034,48548426,37200608,2006.csv,2006,0.5661687803969897,0.43383121960301035
1598,Match Point,85638656,23151529,62487127,2005.csv,2005,0.2703397050042448,0.7296602949957552
1599,Volver,85585177,12899867,72685310,2006.csv,2006,0.15072548135292166,0.8492745186470784
1600,Spy Kids 4: All the Time in the World,85564310,38538188,47026122,2011.csv,2011,0.45040026618574963,0.5495997338142503
1601,Paper Towns,85512300,32000304,53511996,2015.csv,2015,0.37421872642882953,0.6257812735711704
1602,Rat Race,85498534,56618055,28880479,2001.csv,2001,0.6622108280827365,0.33778917191726354
1603,The Possession,85446075,49130154,36315921,2012.csv,2012,0.5749843278348362,0.42501567216516384
1604,Big Fish & Begonia,85409373,0,85409373,2016.csv,2016,0.0,1.0
1605,Bayside Shakedown 3: Set the Guys Loose,85347374,0,85347374,2010.csv,2010,0.0,1.0
1606,Did You Hear About the Morgans?,85280250,29580087,55700163,2009.csv,2009,0.34685741423131383,0.6531425857686862
1607,Nerve,85251425,38583626,46667799,2016.csv,2016,0.4525862881470896,0.5474137118529103
1608,Hidden Man,85170581,0,85170581,2018.csv,2018,0.0,1.0
1609,Final Fantasy: The Spirits Within,85131830,32131830,53000000,2001.csv,2001,0.3774361481481133,0.6225638518518867
1610,J. Edgar,84920539,37306030,47614509,2011.csv,2011,0.4393051485459837,0.5606948514540163
1611,Going in Style,84918541,45018541,39900000,2017.csv,2017,0.5301379471416025,0.46986205285839755
1612,Sicario,84872444,46889293,37983151,2015.csv,2015,0.5524678068655593,0.44753219313444065
1613,Carrie,84790678,35266619,49524059,2013.csv,2013,0.41592566343201076,0.5840743365679892
1614,Zodiac,84785914,33080084,51705830,2007.csv,2007,0.39016013910046426,0.6098398608995358
1615,The Animal,84772742,57743062,27029680,2001.csv,2001,0.6811512832745223,0.31884871672547765
1616,Jackass Number Two,84645164,72778712,11866452,2006.csv,2006,0.8598094511341486,0.14019054886585133
1617,Never Been Kissed,84565230,55474756,29090474,1999.csv,1999,0.6559995875373366,0.34400041246266344
1618,The Judge,84419388,47119388,37300000,2014.csv,2014,0.5581583699706517,0.44184163002934823
1619,Mortal Kombat,84416731,42326031,42090700,2021.csv,2021,0.5013938646830567,0.49860613531694326
1620,What to Expect When You're Expecting,84384002,41152203,43231799,2012.csv,2012,0.4876777828100639,0.5123222171899361
1621,Nights in Rodanthe,84375346,41850659,42524687,2008.csv,2008,0.4960057763792755,0.5039942236207244
1622,Dog,84372107,61778069,22594038,2022.csv,2022,0.7322096270512718,0.2677903729487282
1623,Leap!,84197417,2844490,81352927,2016.csv,2016,0.0337835779451524,0.9662164220548476
1624,French Fried Vacation 3: Friends Forever,84152064,0,84152064,2006.csv,2006,0.0,1.0
1625,Premonition,84146832,47852604,36294228,2007.csv,2007,0.5686798048439898,0.43132019515601017
1626,Finding Mr. Right,84112033,6945,84105088,2013.csv,2013,8.256844772733052e-05,0.9999174315522726
1627,Our Times,83867493,0,83867493,2015.csv,2015,0.0,1.0
1628,Pan's Labyrinth,83850267,37634615,46215652,2006.csv,2006,0.4488311885757024,0.5511688114242975
1629,Marmaduke,83761844,33644788,50117056,2010.csv,2010,0.40167200712534457,0.5983279928746554
1630,In Her Shoes,83697473,32880591,50816882,2005.csv,2005,0.3928504627612831,0.6071495372387169
1631,Mortal Engines,83672673,15951040,67721633,2018.csv,2018,0.19063619492591088,0.8093638050740891
1632,Snatch,83557872,30328156,53229716,2000.csv,2000,0.3629598896439105,0.6370401103560895
1633,Blow,83282296,52990775,30291521,2001.csv,2001,0.6362789877935162,0.36372101220648384
1634,Piranha 3D,83188165,25003155,58185010,2010.csv,2010,0.30056144404675833,0.6994385559532417
1635,"South Park: Bigger, Longer & Uncut",83137603,52037603,31100000,1999.csv,1999,0.6259213775985338,0.37407862240146617
1636,Oceans,83090556,19422319,63668237,2010.csv,2010,0.23374881496761196,0.766251185032388
1637,Rings,83080890,27793018,55287872,2017.csv,2017,0.33452961324800445,0.6654703867519955
1638,Suck Me Shakespeer 2,83027924,0,83027924,2015.csv,2015,0.0,1.0
1639,Savages,82966152,47382068,35584084,2012.csv,2012,0.5711011883496778,0.4288988116503222
1640,Once Upon A Time,82886178,485728,82400450,2017.csv,2017,0.005860180933906736,0.9941398190660933
1641,The Fighter Pilot,82879386,0,82879386,2013.csv,2013,0.0,1.0
1642,Firewall,82751189,48751189,34000000,2006.csv,2006,0.5891297706912707,0.41087022930872935
1643,28 Days Later...,82719885,45064915,37654970,2002.csv,2002,0.5447893816583521,0.45521061834164783
1644,"Big Mommas: Like Father, Like Son",82686066,37915414,44770652,2011.csv,2011,0.4585465947793429,0.5414534052206571
1645,Sinister,82515113,48086903,34428210,2012.csv,2012,0.5827647960683275,0.4172352039316725
1646,Act of Valor,82497035,70012847,12484188,2012.csv,2012,0.8486710704208945,0.1513289295791055
1647,The Constant Gardener,82466670,33579797,48886873,2005.csv,2005,0.4071923481328881,0.5928076518671119
1648,The Strangers,82410456,52597610,29812846,2008.csv,2008,0.6382395214510159,0.36176047854898413
1649,Hitman: Agent 47,82347656,22467450,59880206,2015.csv,2015,0.2728365455842483,0.7271634544157517
1650,Men of Honor,82343495,48818921,33524574,2000.csv,2000,0.5928691877846575,0.4071308122153426
1651,Tiny Times 3.0,82320000,0,82320000,2014.csv,2014,0.0,1.0
1652,Blades of Blood 2010 Re-release,82177196,0,82177196,2010.csv,2010,0.0,1.0
1653,Hannibal Rising,82169884,27670986,54498898,2007.csv,2007,0.33675337791641524,0.6632466220835848
1654,Reign of Fire,82150183,43061982,39088201,2002.csv,2002,0.5241860751545739,0.4758139248454261
1655,Catwoman,82102379,40202379,41900000,2004.csv,2004,0.48966156023323026,0.5103384397667697
1656,Miracle in Cell No. 7,82101723,0,82101723,2013.csv,2013,0.0,1.0
1657,Abduction,82087155,28087155,54000000,2011.csv,2011,0.34216260753585626,0.6578373924641437
1658,The Chorus,82032134,2087128,79945006,2004.csv,2004,0.025442810009063035,0.974557189990937
1659,Hostel,81979826,47326473,34653353,2006.csv,2006,0.5772941381944382,0.4227058618055618
1660,Rabbit Without Ears,81744033,0,81744033,2007.csv,2007,0.0,1.0
1661,Ouija: Origin of Evil,81705746,35144505,46561241,2016.csv,2016,0.43013504827432825,0.5698649517256718
1662,One Piece: Stampede,81562741,1298528,80264213,2019.csv,2019,0.01592060276640286,0.9840793972335972
1663,Frankenweenie,81491068,35291068,46200000,2012.csv,2012,0.43306670124877983,0.5669332987512202
1664,Wolf Warrior,81411331,0,81411331,2015.csv,2015,0.0,1.0
1665,Gone with the Bullets,81387479,0,81387479,2014.csv,2014,0.0,1.0
1666,Tinker Tailor Soldier Spy,81244605,24149393,57095212,2011.csv,2011,0.297243035399089,0.7027569646009111
1667,Edge of Darkness,81126522,43313890,37812632,2010.csv,2010,0.5339054224461884,0.46609457755381156
1668,iPartment the Movie,81096321,0,81096321,2018.csv,2018,0.0,1.0
1669,Underworld: Blood Wars,81093313,30353973,50739340,2016.csv,2016,0.37430919858953104,0.625690801410469
1670,Doraemon the Movie: Nobita's Treasure Island,80920916,0,80920916,2018.csv,2018,0.0,1.0
1671,Sinbad: Legend of the Seven Seas,80773077,26483452,54289625,2003.csv,2003,0.32787474469989547,0.6721252553001045
1672,Hot Fuzz,80743363,23637265,57106098,2007.csv,2007,0.292745609320236,0.707254390679764
1673,A Dog's Way Home,80708134,42004346,38703788,2019.csv,2019,0.5204474929379485,0.4795525070620515
1674,The Rookie,80693537,75600072,5093465,2002.csv,2002,0.9368788977486512,0.06312110225134883
1675,The Rundown,80657921,47726342,32931579,2003.csv,2003,0.5917130197293332,0.4082869802706668
1676,Go Away Mr. Tumor,80606893,286639,80320254,2015.csv,2015,0.0035560110225312867,0.9964439889774687
